,Temporada,Región,Provincia,Comuna,Fecha_de_inicio,Fecha_de_detección,Fecha_de_extinción,Latitud,Longitud,Fecha_de_Proceso,Clima
635,2020-21,Los Lagos,Palena,Hualaihué,25-feb-2021 17:03,25-feb-2021 17:05,26-feb-2021 17:30,-41.86916348968053,-72.78028165504546,08-11-2022,
636,2020-21,Los Lagos,Llanquihue,Puerto Montt,25-feb-2021 18:00,25-feb-2021 18:04,25-feb-2021 19:30,-41.50888576557412,-73.01805599618784,08-11-2022,
637,2020-21,Los Lagos,Chiloé,Curaco de Vélez,25-feb-2021 17:15,25-feb-2021 17:19,4-mar-2021 10:22,-42.40833080305737,-73.59972688267453,08-11-2022,
638,2020-21,Los Lagos,Llanquihue,Puerto Montt,26-feb-2021 18:40,26-feb-2021 18:48,27-feb-2021 12:40,-41.4248040661116,-73.06602944236653,08-11-2022,
639,2020-21,Los Lagos,Chiloé,Ancud,26-feb-2021 21:30,26-feb-2021 21:42,11-mar-2021 19:36,-42.16305791946522,-73.66583313084415,08-11-2022,
640,2020-21,Los Lagos,Chiloé,Dalcahue,27-feb-2021 15:00,27-feb-2021 15:05,27-feb-2021 18:56,-42.22611542435389,-73.70721983814333,08-11-2022,
641,2020-21,Los Lagos,Llanquihue,Llanquihue,27-feb-2021 18:05,27-feb-2021 18:08,27-feb-2021 19:35,-41.199440610225274,-73.0997280083954,08-11-2022,
642,2020-21,Los Lagos,Llanquihue,Puerto Montt,28-feb-2021 13:10,28-feb-2021 13:20,1-mar-2021 14:17,-41.46139090218874,-72.86693935824427,08-11-2022,
643,2020-21,Los Lagos,Llanquihue,Maullín,28-feb-2021 15:18,28-feb-2021 15:37,1-mar-2021 18:39,-41.596749480201716,-73.45166145812449,08-11-2022,
644,2020-21,Los Lagos,Llanquihue,Puerto Montt,28-feb-2021 17:00,28-feb-2021 17:35,28-feb-2021 18:50,-41.40638732618149,-72.90916354924607,08-11-2022,
645,2020-21,Los Lagos,Chiloé,Chonchi,1-mar-2021 11:02,1-mar-2021 11:03,1-mar-2021 15:07,-42.812522464261,-73.93310705507739,08-11-2022,
646,2020-21,Los Lagos,Llanquihue,Puerto Montt,1-mar-2021 13:22,1-mar-2021 13:47,4-mar-2021 12:20,-41.38382860865366,-72.90885816380224,08-11-2022,
647,2020-21,Los Lagos,Osorno,San Pablo,1-mar-2021 19:53,1-mar-2021 19:55,2-mar-2021 14:37,-40.35241594540754,-73.28055016171939,08-11-2022,
648,2020-21,Los Lagos,Llanquihue,Puerto Montt,2-mar-2021 14:55,2-mar-2021 15:00,2-mar-2021 15:37,-41.458331098906775,-72.92416144868352,08-11-2022,
649,2020-21,Los Lagos,Chiloé,Ancud,2-mar-2021 14:32,2-mar-2021 14:43,4-mar-2021 10:24,-42.03185766571304,-73.65913394490745,08-11-2022,
650,2020-21,Los Lagos,Llanquihue,Fresia,2-mar-2021 15:20,2-mar-2021 15:25,2-mar-2021 16:10,-41.172218548783135,-73.35278099657829,08-11-2022,
651,2020-21,Los Lagos,Osorno,Osorno,2-mar-2021 15:20,2-mar-2021 15:23,2-mar-2021 17:52,-40.57427718268331,-72.95561677935737,08-11-2022,
652,2020-21,Los Lagos,Chiloé,Ancud,2-mar-2021 17:30,2-mar-2021 17:40,2-mar-2021 19:37,-41.8716663591894,-73.98666371579613,08-11-2022,
653,2020-21,Los Lagos,Llanquihue,Calbuco,2-mar-2021 18:15,2-mar-2021 18:16,3-mar-2021 12:30,-41.62435723951415,-73.22911113931612,08-11-2022,
654,2020-21,Los Lagos,Llanquihue,Puerto Montt,3-mar-2021 06:40,3-mar-2021 06:48,5-mar-2021 09:50,-41.51222169463325,-72.99178388650857,08-11-2022,
655,2020-21,Los Lagos,Chiloé,Castro,3-mar-2021 11:35,3-mar-2021 11:39,3-mar-2021 14:40,-42.52305267808444,-73.7400003122761,08-11-2022,
656,2020-21,Los Lagos,Llanquihue,Puerto Montt,3-mar-2021 13:00,3-mar-2021 13:15,3-mar-2021 16:39,-41.461281997694115,-72.88053254432592,08-11-2022,
657,2020-21,Los Lagos,Llanquihue,Puerto Montt,3-mar-2021 14:30,3-mar-2021 14:35,15-mar-2021 12:00,-41.36936757159125,-72.8908249948973,08-11-2022,
658,2020-21,Los Lagos,Llanquihue,Puerto Montt,3-mar-2021 15:08,3-mar-2021 15:11,8-mar-2021 19:02,-41.46663927725627,-72.86777310686034,08-11-2022,
659,2020-21,Los Lagos,Llanquihue,Puerto Montt,4-mar-2021 13:30,4-mar-2021 13:40,11-mar-2021 18:42,-41.37409147200784,-72.88664275886256,08-11-2022,
660,2020-21,Los Lagos,Palena,Hualaihué,3-mar-2021 20:10,3-mar-2021 20:14,4-mar-2021 15:25,-41.78250175194471,-72.69459303430398,08-11-2022,
661,2020-21,Los Lagos,Palena,Palena,3-mar-2021 20:00,3-mar-2021 20:04,20-mar-2021 14:28,-43.67722333755598,-77.90138388503574,08-11-2022,
662,2020-21,Los Lagos,Palena,Palena,3-mar-2021 20:00,4-mar-2021 13:00,20-mar-2021 13:25,-43.68194625110375,-77.90472558347433,08-11-2022,
663,2020-21,Los Lagos,Llanquihue,Calbuco,4-mar-2021 16:05,4-mar-2021 16:18,6-mar-2021 11:28,-41.64430167148764,-73.26655644085643,08-11-2022,
664,2020-21,Los Lagos,Osorno,Río Negro,4-mar-2021 20:10,4-mar-2021 20:23,6-mar-2021 13:40,-40.779724682717614,-73.21360799068164,08-11-2022,
665,2020-21,Los Lagos,Chiloé,Chonchi,5-mar-2021 14:50,5-mar-2021 14:55,6-mar-2021 19:35,-42.5516967984006,-73.7578894841905,08-11-2022,
666,2020-21,Los Lagos,Llanquihue,Puerto Montt,5-mar-2021 14:48,5-mar-2021 14:59,12-mar-2021 19:58,-41.37916384769802,-72.90000316022609,08-11-2022,
667,2020-21,Los Lagos,Llanquihue,Fresia,5-mar-2021 14:40,5-mar-2021 14:45,5-mar-2021 18:30,-41.266114366030294,-73.54694551748379,08-11-2022,
668,2020-21,Los Lagos,Chiloé,Chonchi,5-mar-2021 15:58,5-mar-2021 15:59,6-mar-2021 17:40,-42.550831096270116,-73.75861309709633,08-11-2022,
669,2020-21,Los Lagos,Chiloé,Castro,5-mar-2021 15:20,5-mar-2021 15:25,6-mar-2021 16:16,-42.518362930971534,-73.75172050138211,08-11-2022,
670,2020-21,Los Lagos,Llanquihue,Puerto Montt,5-mar-2021 16:00,5-mar-2021 16:05,15-mar-2021 11:12,-41.44722369239056,-72.96638921842775,08-11-2022,
671,2020-21,Los Lagos,Llanquihue,Puerto Montt,5-mar-2021 16:35,5-mar-2021 16:38,6-mar-2021 18:10,-41.469718155484024,-72.89556147225512,08-11-2022,
672,2020-21,Los Lagos,Llanquihue,Puerto Montt,5-mar-2021 19:50,5-mar-2021 19:58,7-mar-2021 09:55,-41.460832882376494,-72.88500118787722,08-11-2022,
673,2020-21,Los Lagos,Llanquihue,Puerto Montt,6-mar-2021 10:50,6-mar-2021 11:05,7-mar-2021 12:50,-41.51575071235475,-72.64963758473097,08-11-2022,
674,2020-21,Los Lagos,Chiloé,Dalcahue,7-mar-2021 18:17,7-mar-2021 18:18,8-mar-2021 16:34,-42.298057974475086,-73.40750521457902,08-11-2022,
675,2020-21,Los Lagos,Chiloé,Curaco de Vélez,8-mar-2021 16:12,8-mar-2021 16:15,9-mar-2021 17:18,-42.38694082676842,-73.58861301112509,08-11-2022,
676,2020-21,Los Lagos,Chiloé,Dalcahue,8-mar-2021 21:00,8-mar-2021 21:05,9-mar-2021 15:34,-42.29888772578996,-73.75889178369646,08-11-2022,
677,2020-21,Los Lagos,Llanquihue,Fresia,9-mar-2021 11:30,9-mar-2021 11:31,9-mar-2021 15:43,-41.07443988210567,-73.5524963697333,08-11-2022,
678,2020-21,Los Lagos,Llanquihue,Puerto Montt,9-mar-2021 18:03,9-mar-2021 18:05,9-mar-2021 20:15,-41.3849702488584,-72.91319865184755,08-11-2022,
679,2020-21,Los Lagos,Llanquihue,Puerto Montt,9-mar-2021 20:10,9-mar-2021 20:14,15-mar-2021 15:58,-41.467528723217086,-72.86813910708644,08-11-2022,
680,2020-21,Los Lagos,Osorno,San Pablo,13-mar-2021 18:45,13-mar-2021 18:55,14-mar-2021 12:16,-40.43750206982918,-73.24167025086437,08-11-2022,
681,2020-21,Los Lagos,Llanquihue,Los Muermos,16-mar-2021 17:52,16-mar-2021 17:58,16-mar-2021 20:19,-41.391613994861295,-73.32316435685996,08-11-2022,
682,2020-21,Los Lagos,Llanquihue,Frutillar,17-mar-2021 13:40,17-mar-2021 13:55,17-mar-2021 19:12,-41.08275410222396,-73.1660806099572,08-11-2022,
683,2020-21,Los Lagos,Chiloé,Queilén,17-mar-2021 12:04,17-mar-2021 12:15,17-mar-2021 19:13,-43.003053648318726,-73.38138944362784,08-11-2022,
684,2020-21,Los Lagos,Chiloé,Ancud,17-mar-2021 16:17,17-mar-2021 16:40,20-mar-2021 11:12,-42.032504014227726,-73.65972438410601,08-11-2022,
685,2020-21,Los Lagos,Osorno,Osorno,17-mar-2021 16:55,17-mar-2021 17:00,19-mar-2021 13:36,-40.6383371987037,-73.21610637865115,08-11-2022,
686,2020-21,Los Lagos,Llanquihue,Puerto Montt,17-mar-2021 18:30,17-mar-2021 18:35,17-mar-2021 19:30,-41.43124699538643,-72.95124621238482,08-11-2022,
687,2020-21,Los Lagos,Osorno,Río Negro,17-mar-2021 17:08,17-mar-2021 17:09,19-mar-2021 12:07,-40.77694166729412,-73.21305453342316,08-11-2022,
688,2020-21,Los Lagos,Osorno,Osorno,17-mar-2021 18:20,17-mar-2021 18:25,19-mar-2021 18:10,-40.42841948100795,-73.31965060444489,08-11-2022,
689,2020-21,Los Lagos,Chiloé,Ancud,17-mar-2021 18:00,17-mar-2021 18:22,25-mar-2021 11:43,-41.999718855373594,-74.02472171117927,08-11-2022,
690,2020-21,Los Lagos,Chiloé,Castro,17-mar-2021 20:50,17-mar-2021 20:55,22-mar-2021 10:11,-42.533892825933364,-73.64278229512618,08-11-2022,
691,2020-21,Los Lagos,Chiloé,Dalcahue,18-mar-2021 03:30,18-mar-2021 03:35,19-mar-2021 15:15,-42.31666830618786,-73.37000110385682,08-11-2022,
692,2020-21,Los Lagos,Llanquihue,Los Muermos,17-mar-2021 19:15,17-mar-2021 19:18,27-mar-2021 12:30,-41.41330939635141,-73.82418995589461,08-11-2022,
693,2020-21,Los Lagos,Llanquihue,Puerto Varas,18-mar-2021 15:30,18-mar-2021 15:40,20-mar-2021 12:54,-41.325560619241024,-72.98083608328947,08-11-2022,
694,2020-21,Los Lagos,Llanquihue,Puerto Montt,18-mar-2021 16:00,18-mar-2021 16:04,20-mar-2021 11:22,-41.467777873796415,-72.867975274263,08-11-2022,
695,2020-21,Los Lagos,Chiloé,Dalcahue,18-mar-2021 17:10,18-mar-2021 17:12,18-mar-2021 18:25,-42.293058168489054,-73.73638331821262,08-11-2022,
696,2020-21,Los Lagos,Llanquihue,Puerto Montt,18-mar-2021 10:00,18-mar-2021 10:10,18-mar-2021 19:00,-41.47416637953134,-72.89944135282518,08-11-2022,
697,2020-21,Los Lagos,Llanquihue,Fresia,18-mar-2021 17:00,18-mar-2021 17:15,12-abr-2021 18:13,-41.17638873922217,-73.65735888112566,08-11-2022,
698,2020-21,Los Lagos,Chiloé,Chonchi,18-mar-2021 23:30,18-mar-2021 23:35,29-mar-2021 16:39,-42.56666507927467,-73.77639115606983,08-11-2022,
699,2020-21,Los Lagos,Llanquihue,Puerto Montt,20-mar-2021 10:25,20-mar-2021 10:30,20-mar-2021 13:20,-41.488445499168776,-72.95660753831493,08-11-2022,
700,2020-21,Los Lagos,Chiloé,Quinchao,19-mar-2021 20:40,19-mar-2021 20:50,20-mar-2021 17:20,-42.469720908792254,-73.34055092361004,08-11-2022,
701,2020-21,Los Lagos,Llanquihue,Puerto Montt,20-mar-2021 12:50,20-mar-2021 12:59,31-mar-2021 12:30,-41.43416538174968,-73.02750049861064,08-11-2022,
702,2020-21,Los Lagos,Llanquihue,Puerto Montt,20-mar-2021 13:50,20-mar-2021 14:00,24-mar-2021 13:38,-41.45608666423861,-72.88355116112747,08-11-2022,
703,2020-21,Los Lagos,Chiloé,Castro,20-mar-2021 18:00,20-mar-2021 18:10,16-abr-2021 15:48,-42.386782590371475,-73.81564362770888,08-11-2022,
704,2020-21,Los Lagos,Chiloé,Dalcahue,20-mar-2021 19:30,20-mar-2021 19:35,5-abr-2021 18:16,-42.29278232256068,-73.43444556157651,08-11-2022,
705,2020-21,Los Lagos,Chiloé,Castro,21-mar-2021 14:00,21-mar-2021 14:05,24-mar-2021 15:03,-42.438055534496925,-73.71555252631106,08-11-2022,
706,2020-21,Los Lagos,Llanquihue,Fresia,19-mar-2021 18:25,19-mar-2021 18:35,25-mar-2021 12:15,-41.16396771637937,-73.6737276978899,08-11-2022,
707,2020-21,Los Lagos,Llanquihue,Puerto Montt,22-mar-2021 15:09,22-mar-2021 15:20,24-mar-2021 19:14,-41.46889095563219,-72.89416325057444,08-11-2022,
708,2020-21,Los Lagos,Chiloé,Castro,22-mar-2021 20:27,22-mar-2021 20:40,29-mar-2021 12:52,-42.451720525547515,-73.80666213122507,08-11-2022,
709,2020-21,Los Lagos,Chiloé,Dalcahue,22-mar-2021 21:05,22-mar-2021 21:17,24-mar-2021 12:00,-42.373335626122326,-73.64861360112849,08-11-2022,
710,2020-21,Los Lagos,Chiloé,Castro,23-mar-2021 17:01,23-mar-2021 17:10,9-abr-2021 17:36,-42.40221812168172,-73.81472145760767,08-11-2022,
711,2020-21,Los Lagos,Osorno,Osorno,24-mar-2021 13:34,24-mar-2021 13:43,25-mar-2021 12:00,-40.528886331996105,-73.32556079019561,08-11-2022,
712,2020-21,Los Lagos,Llanquihue,Puerto Montt,24-mar-2021 15:00,24-mar-2021 15:09,25-mar-2021 13:35,-41.396668232294,-72.92055142713464,08-11-2022,
713,2020-21,Los Lagos,Osorno,Osorno,24-mar-2021 17:40,24-mar-2021 17:50,24-mar-2021 19:05,-40.56139218314933,-73.15889290678443,08-11-2022,
714,2020-21,Los Lagos,Llanquihue,Fresia,24-mar-2021 14:00,24-mar-2021 14:07,9-abr-2021 11:39,-41.15463711428691,-73.70952639228646,08-11-2022,
715,2020-21,Los Lagos,Osorno,San Pablo,25-mar-2021 11:10,25-mar-2021 11:15,26-mar-2021 16:43,-40.40861164037377,-73.332222960806,08-11-2022,
716,2020-21,Los Lagos,Chiloé,Dalcahue,25-mar-2021 16:10,25-mar-2021 16:20,28-mar-2021 13:35,-42.32694786454531,-73.70972037790239,08-11-2022,
717,2020-21,Los Lagos,Osorno,San Juan de la Costa,25-mar-2021 15:00,25-mar-2021 15:03,26-mar-2021 14:14,-40.55249720010988,-73.5572198838701,08-11-2022,
718,2020-21,Los Lagos,Llanquihue,Puerto Varas,25-mar-2021 16:50,25-mar-2021 16:55,31-mar-2021 11:32,-41.374667311739834,-72.8993945379969,08-11-2022,
719,2020-21,Los Lagos,Chiloé,Dalcahue,25-mar-2021 17:40,25-mar-2021 17:42,25-mar-2021 19:26,-42.369445972429425,-73.75277911116665,08-11-2022,
720,2020-21,Los Lagos,Llanquihue,Puerto Montt,26-mar-2021 11:38,26-mar-2021 11:42,26-mar-2021 13:02,-41.493612604141745,-72.99791738452898,08-11-2022,
721,2020-21,Los Lagos,Chiloé,Castro,26-mar-2021 11:50,26-mar-2021 11:55,26-mar-2021 14:49,-42.50111022018934,-73.7736054537018,08-11-2022,
722,2020-21,Los Lagos,Chiloé,Dalcahue,26-mar-2021 15:40,26-mar-2021 15:45,31-mar-2021 19:49,-42.258127902966805,-73.76235867268102,08-11-2022,
723,2020-21,Los Lagos,Llanquihue,Puerto Montt,26-mar-2021 17:10,26-mar-2021 17:18,26-mar-2021 18:14,-41.46767147733487,-72.89692092349597,08-11-2022,
724,2020-21,Los Lagos,Llanquihue,Cochamó,26-mar-2021 13:35,26-mar-2021 13:40,31-mar-2021 13:15,-41.46888644771245,-72.28332884001925,08-11-2022,
725,2020-21,Los Lagos,Llanquihue,Puerto Montt,27-mar-2021 14:00,27-mar-2021 14:07,27-mar-2021 18:50,-41.540441303319504,-73.16144038534779,08-11-2022,
726,2020-21,Los Lagos,Osorno,San Juan de la Costa,27-mar-2021 18:00,27-mar-2021 18:32,28-mar-2021 13:10,-40.424120774437235,-73.34325025725366,08-11-2022,
727,2020-21,Los Lagos,Chiloé,Chonchi,28-mar-2021 12:30,28-mar-2021 12:36,29-mar-2021 11:25,-42.52808173078414,-73.82600558385013,08-11-2022,
728,2020-21,Los Lagos,Llanquihue,Puerto Montt,28-mar-2021 16:15,28-mar-2021 16:24,29-mar-2021 15:56,-41.46916625791799,-72.89444173082181,08-11-2022,
729,2020-21,Los Lagos,Llanquihue,Calbuco,28-mar-2021 18:15,28-mar-2021 18:17,28-mar-2021 18:49,-41.89706910808955,-73.11446539139666,08-11-2022,
730,2020-21,Los Lagos,Llanquihue,Puerto Montt,28-mar-2021 19:30,28-mar-2021 19:33,31-mar-2021 19:19,-41.43868919880104,-72.97120404629914,08-11-2022,
731,2020-21,Los Lagos,Llanquihue,Los Muermos,28-mar-2021 15:10,28-mar-2021 15:15,29-mar-2021 17:50,-41.28477935574558,-73.37400252896978,08-11-2022,
732,2020-21,Los Lagos,Chiloé,Castro,27-mar-2021 16:00,27-mar-2021 16:15,9-abr-2021 16:20,-42.395552217113035,-73.83388601082093,08-11-2022,
733,2020-21,Los Lagos,Chiloé,Dalcahue,29-mar-2021 17:50,29-mar-2021 17:55,31-mar-2021 10:05,-42.374168672363936,-73.71639381689393,08-11-2022,
734,2020-21,Los Lagos,Chiloé,Dalcahue,30-mar-2021 13:30,30-mar-2021 13:58,30-mar-2021 14:10,-42.326747330739984,-73.7111080627705,08-11-2022,
735,2020-21,Los Lagos,Osorno,San Juan de la Costa,30-mar-2021 16:50,30-mar-2021 16:58,31-mar-2021 12:00,-40.55833532165495,-73.49444748631335,08-11-2022,
736,2020-21,Los Lagos,Llanquihue,Puerto Montt,30-mar-2021 15:08,30-mar-2021 15:14,1-abr-2021 14:21,-41.44919032093756,-72.97319918885577,08-11-2022,
737,2020-21,Los Lagos,Chiloé,Curaco de Vélez,30-mar-2021 18:00,30-mar-2021 18:10,31-mar-2021 19:15,-42.395281439768006,-73.61083046565315,08-11-2022,
738,2020-21,Los Lagos,Palena,Palena,30-mar-2021 16:30,30-mar-2021 16:43,3-abr-2021 18:20,-43.61166351005291,-77.76250287787255,08-11-2022,
739,2020-21,Los Lagos,Chiloé,Dalcahue,31-mar-2021 08:20,31-mar-2021 08:25,2-abr-2021 15:38,-42.32333484793141,-73.7127796890651,08-11-2022,
740,2020-21,Los Lagos,Chiloé,Ancud,31-mar-2021 11:35,31-mar-2021 11:39,1-abr-2021 14:05,-41.869163000943,-73.91666953892087,08-11-2022,
741,2020-21,Los Lagos,Chiloé,Castro,31-mar-2021 13:55,31-mar-2021 14:00,2-abr-2021 16:15,-42.4519475127044,-73.79222281586286,08-11-2022,
742,2020-21,Los Lagos,Chiloé,Ancud,31-mar-2021 16:25,31-mar-2021 16:30,31-mar-2021 17:08,-41.88389324271573,-73.85944813346893,08-11-2022,
743,2020-21,Los Lagos,Llanquihue,Puerto Montt,2-abr-2021 16:47,2-abr-2021 17:00,9-abr-2021 11:00,-41.43541365904109,-73.02833640200897,08-11-2022,
744,2020-21,Los Lagos,Chiloé,Chonchi,2-abr-2021 18:00,2-abr-2021 18:10,7-abr-2021 17:17,-42.566112571367825,-73.77693801042976,08-11-2022,
745,2020-21,Los Lagos,Chiloé,Chonchi,3-abr-2021 17:05,3-abr-2021 17:18,5-abr-2021 16:40,-42.52139278018678,-73.83416593318587,08-11-2022,
746,2020-21,Los Lagos,Llanquihue,Puerto Varas,4-abr-2021 15:15,4-abr-2021 15:20,4-abr-2021 19:05,-41.30444337812278,-73.31583222720162,08-11-2022,
747,2020-21,Los Lagos,Llanquihue,Puerto Montt,4-abr-2021 16:45,4-abr-2021 16:50,7-abr-2021 11:50,-41.462398910265854,-72.87907132072617,08-11-2022,
748,2020-21,Los Lagos,Osorno,Purranque,4-abr-2021 17:50,4-abr-2021 18:02,7-abr-2021 13:14,-40.99944209425914,-73.29444488790891,08-11-2022,
749,2020-21,Los Lagos,Chiloé,Castro,4-abr-2021 16:30,4-abr-2021 16:35,6-abr-2021 11:53,-42.417503569766424,-73.77555214615498,08-11-2022,
750,2020-21,Los Lagos,Llanquihue,Calbuco,4-abr-2021 19:20,4-abr-2021 19:30,7-abr-2021 10:09,-41.75519480598746,-73.40347435180675,08-11-2022,
751,2020-21,Los Lagos,Chiloé,Dalcahue,5-abr-2021 10:50,5-abr-2021 11:04,6-abr-2021 17:12,-42.3594458685885,-73.65527424756442,08-11-2022,
752,2020-21,Los Lagos,Llanquihue,Puerto Montt,5-abr-2021 13:36,5-abr-2021 13:37,12-abr-2021 10:34,-41.51041901002103,-72.98861635500033,08-11-2022,
753,2020-21,Los Lagos,Llanquihue,Fresia,5-abr-2021 09:40,5-abr-2021 09:47,5-abr-2021 14:56,-41.16739108468073,-73.61036268517337,08-11-2022,
754,2020-21,Los Lagos,Llanquihue,Puerto Montt,5-abr-2021 15:20,5-abr-2021 15:30,6-abr-2021 12:29,-41.431115509147574,-72.90841784022228,08-11-2022,
755,2020-21,Los Lagos,Llanquihue,Puerto Varas,5-abr-2021 18:00,5-abr-2021 18:10,8-abr-2021 18:38,-41.34917141207817,-73.00166922330887,08-11-2022,
756,2020-21,Los Lagos,Llanquihue,Los Muermos,5-abr-2021 15:15,5-abr-2021 15:28,6-abr-2021 13:28,-41.46627444750348,-73.60292106828832,08-11-2022,
757,2020-21,Los Lagos,Llanquihue,Calbuco,5-abr-2021 18:35,5-abr-2021 18:45,8-abr-2021 16:12,-41.771669006062176,-73.42639447036873,08-11-2022,
758,2020-21,Los Lagos,Chiloé,Quellón,5-abr-2021 18:22,5-abr-2021 18:35,6-abr-2021 13:41,-43.053058759509824,-73.5933355436914,08-11-2022,
759,2020-21,Los Lagos,Llanquihue,Puerto Montt,5-abr-2021 20:50,5-abr-2021 21:00,6-abr-2021 13:55,-41.537359331213146,-72.73497026635212,08-11-2022,
760,2020-21,Los Lagos,Llanquihue,Puerto Montt,13-abr-2021 14:53,13-abr-2021 15:01,17-abr-2021 15:57,-41.56486439455201,-73.01502646163237,08-11-2022,
761,2020-21,Los Lagos,Llanquihue,Fresia,11-may-2021 13:08,11-may-2021 13:18,11-may-2021 15:13,-41.14983383772274,-73.38899648266603,08-11-2022,
762,2021-22,Los Lagos,Chiloé,Puqueldón,10-ago-2021 19:40,10-ago-2021 19:42,11-ago-2021 11:34,-42.572640693226454,-73.6079969274183,08-11-2022,
763,2021-22,Los Lagos,Chiloé,Dalcahue,13-ago-2021 13:50,13-ago-2021 13:57,14-ago-2021 15:30,-42.39351681323588,-73.6747638932472,08-11-2022,
764,2021-22,Los Lagos,Llanquihue,Puerto Varas,10-sep-2021 11:18,10-sep-2021 11:28,10-sep-2021 13:18,-41.326920048050205,-72.97772329127808,08-11-2022,
765,2021-22,Los Lagos,Llanquihue,Puerto Montt,5-oct-2021 17:50,5-oct-2021 18:02,5-oct-2021 19:06,-41.43861158593003,-72.96528173720758,08-11-2022,
766,2021-22,Los Lagos,Llanquihue,Puerto Montt,7-oct-2021 14:53,7-oct-2021 14:55,7-oct-2021 16:23,-41.45861533248459,-72.92443972839673,08-11-2022,
767,2021-22,Los Lagos,Chiloé,Dalcahue,8-oct-2021 15:33,8-oct-2021 15:37,8-oct-2021 16:15,-42.363053367334985,-73.69388711587104,08-11-2022,
768,2021-22,Los Lagos,Llanquihue,Maullín,8-oct-2021 16:45,8-oct-2021 16:50,9-oct-2021 12:39,-41.73305678453707,-73.66777240933061,08-11-2022,
769,2021-22,Los Lagos,Chiloé,Dalcahue,8-oct-2021 22:40,8-oct-2021 22:45,9-oct-2021 13:43,-42.37139321556336,-73.65805570411767,08-11-2022,
770,2021-22,Los Lagos,Chiloé,Castro,9-oct-2021 14:48,9-oct-2021 14:50,10-oct-2021 19:00,-42.402223183596654,-73.7294435982153,08-11-2022,
771,2021-22,Los Lagos,Chiloé,Castro,10-oct-2021 13:28,10-oct-2021 13:32,10-oct-2021 15:07,-42.443835878137705,-73.71061935269462,08-11-2022,
772,2021-22,Los Lagos,Chiloé,Ancud,11-oct-2021 16:00,11-oct-2021 16:04,12-oct-2021 12:27,-42.031108284117714,-73.83111283464646,08-11-2022,
773,2021-22,Los Lagos,Chiloé,Quemchi,11-oct-2021 21:49,11-oct-2021 21:58,12-oct-2021 10:50,-41.97972296180637,-73.52083826309291,08-11-2022,
774,2021-22,Los Lagos,Llanquihue,Puerto Montt,12-oct-2021 09:15,12-oct-2021 09:28,12-oct-2021 11:40,-41.53789264750173,-73.04836184707692,08-11-2022,
775,2021-22,Los Lagos,Llanquihue,Calbuco,12-oct-2021 21:45,12-oct-2021 21:55,13-oct-2021 11:03,-41.69444663886842,-73.11527791195526,08-11-2022,
776,2021-22,Los Lagos,Llanquihue,Puerto Montt,13-oct-2021 11:58,13-oct-2021 12:07,13-oct-2021 12:55,-41.46430845892988,-72.90610579115209,08-11-2022,
777,2021-22,Los Lagos,Llanquihue,Puerto Montt,15-oct-2021 17:25,15-oct-2021 17:29,15-oct-2021 18:46,-41.469441377364234,-72.9011147392301,08-11-2022,
778,2021-22,Los Lagos,Chiloé,Castro,16-oct-2021 20:25,16-oct-2021 20:29,17-oct-2021 13:37,-42.4152760448876,-73.79138329448269,08-11-2022,
779,2021-22,Los Lagos,Llanquihue,Puerto Montt,17-oct-2021 17:28,17-oct-2021 17:30,17-oct-2021 18:20,-41.42425430241224,-72.90111123159696,08-11-2022,
780,2021-22,Los Lagos,Chiloé,Dalcahue,17-oct-2021 20:00,17-oct-2021 20:05,17-oct-2021 21:03,-42.29444723888754,-73.73249803929085,08-11-2022,
781,2021-22,Los Lagos,Llanquihue,Puerto Montt,19-oct-2021 13:08,19-oct-2021 13:10,19-oct-2021 14:21,-41.473971295559345,-72.99186363801661,08-11-2022,
782,2021-22,Los Lagos,Llanquihue,Puerto Montt,19-oct-2021 16:45,19-oct-2021 16:46,19-oct-2021 18:10,-41.47472346910995,-72.90677646067746,08-11-2022,
783,2021-22,Los Lagos,Llanquihue,Puerto Montt,21-oct-2021 15:33,21-oct-2021 15:34,21-oct-2021 16:33,-41.476190123148,-72.91810646631274,08-11-2022,
784,2021-22,Los Lagos,Llanquihue,Puerto Montt,22-oct-2021 14:00,22-oct-2021 14:03,22-oct-2021 15:27,-41.53780777228097,-73.19016541065749,08-11-2022,
785,2021-22,Los Lagos,Llanquihue,Puerto Montt,23-oct-2021 18:50,23-oct-2021 18:58,23-oct-2021 19:57,-41.45083095568443,-72.98249777014856,08-11-2022,
786,2021-22,Los Lagos,Chiloé,Dalcahue,27-oct-2021 16:50,27-oct-2021 16:58,27-oct-2021 19:07,-42.37525056187576,-73.67767444992093,08-11-2022,
787,2021-22,Los Lagos,Llanquihue,Puerto Montt,27-oct-2021 18:23,27-oct-2021 18:24,27-oct-2021 19:36,-41.462606833926316,-72.90367006630032,08-11-2022,
788,2021-22,Los Lagos,Chiloé,Dalcahue,27-oct-2021 18:50,27-oct-2021 19:00,27-oct-2021 19:45,-42.36583442481244,-73.72250206195187,08-11-2022,
789,2021-22,Los Lagos,Llanquihue,Puerto Montt,27-oct-2021 21:15,27-oct-2021 21:19,28-oct-2021 11:20,-41.53744747323714,-73.04813548630958,08-11-2022,
790,2021-22,Los Lagos,Chiloé,Castro,28-oct-2021 16:49,28-oct-2021 16:54,28-oct-2021 18:36,-42.43250263588031,-73.65694711713162,08-11-2022,
